ชัยนาท เขต2,A1002,รวมพลังประชาชาติไทย,8,พงษ์ศิริ ทองมั่น,TRUE,รปช.,แพ้ขาด,01/01/2019,,,
บึงกาฬ เขต1,A1101,เพื่อไทย,1,ญาณิศา ไทยเจริญ,TRUE,พท.,ชนะขาด,01/01/2019,,,
บึงกาฬ เขต1,A1101,ประชาธิปัตย์,2,พิสิทธิ์ จันทร์ทอง,TRUE,ปชป.,ชนะขาด,01/01/2019,,,
บึงกาฬ เขต1,A1101,พลังประชารัฐ,3,ประกายเพชร พันธคาร,TRUE,พปชร.,แพ้ขาด,01/01/2019,,,
บึงกาฬ เขต1,A1101,อนาคตใหม่,4,ทศพล สามารถ,TRUE,อ.น.ค.,แพ้ขาด,01/01/2019,,,
บึงกาฬ เขต1,A1101,ภูมิใจไทย,5,นำพล เล็กเริงสินธุ์,TRUE,ภท.,สูสี,01/01/2019,,,
บึงกาฬ เขต1,A1101,พรรคไทยรักษาชาติ,6,ทศพร พานิชกุล,TRUE,ทษช.,ชนะขาด,01/01/2019,,,
บึงกาฬ เขต1,A1101,เสรีรวมไทย,7,พิชญา มุ่งเมืองกลาง,TRUE,สร.,สูสี,01/01/2019,,,
บึงกาฬ เขต1,A1101,รวมพลังประชาชาติไทย,8,จิราธิวัฒน์ บุญเติม,TRUE,รปช.,แพ้ขาด,01/01/2019,,,
บึงกาฬ เขต2,A1102,เพื่อไทย,1,สุพัชรนันท์ จันทร์หวาน,TRUE,พท.,ชนะขาด,01/01/2019,,,
บึงกาฬ เขต2,A1102,ประชาธิปัตย์,2,ปัณรสี หนูทอง,TRUE,ปชป.,สูสี,01/01/2019,,,
บึงกาฬ เขต2,A1102,พลังประชารัฐ,3,ธนพล สีบุญวงษา,TRUE,พปชร.,สูสี,01/01/2019,,,
บึงกาฬ เขต2,A1102,อนาคตใหม่,4,เกริกฤทธิ์ เส็นเจริญ,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
บึงกาฬ เขต2,A1102,ภูมิใจไทย,5,สุทิน หอมกลิ่น,TRUE,ภท.,แพ้ขาด,01/01/2019,,,
บึงกาฬ เขต2,A1102,พรรคไทยรักษาชาติ,6,วัสสิกา ปานเจริญ,TRUE,ทษช.,ชนะขาด,01/01/2019,,,
บึงกาฬ เขต2,A1102,เสรีรวมไทย,7,ศุภสิทธิ์ ศุภชัยศิริจันทร์,TRUE,สร.,ชนะขาด,01/01/2019,,,
บึงกาฬ เขต2,A1102,รวมพลังประชาชาติไทย,8,เปรม ส่อนแก้ว,TRUE,รปช.,ชนะขาด,01/01/2019,,,
แพร่ เขต1,A1201,เพื่อไทย,1,ธนมน สุวรรณหงษ์,TRUE,พท.,ชนะขาด,01/01/2019,,,
แพร่ เขต1,A1201,ประชาธิปัตย์,2,สุบรร พงษ์ช้าง,TRUE,ปชป.,แพ้ขาด,01/01/2019,,,
แพร่ เขต1,A1201,พลังประชารัฐ,3,ณรงค์ศักดิ์ สุดใหม่,TRUE,พปชร.,แพ้ขาด,01/01/2019,,,
แพร่ เขต1,A1201,อนาคตใหม่,4,สุนารี สายทอง,TRUE,อ.น.ค.,ชนะขาด,01/01/2019,,,
แพร่ เขต1,A1201,ภูมิใจไทย,5,นวพล วิริยานุภาพพงศ์,TRUE,ภท.,สูสี,01/01/2019,,,
แพร่ เขต1,A1201,พรรคไทยรักษาชาติ,6,ชัยวัฒน์ ภุมรา,TRUE,ทษช.,ชนะขาด,01/01/2019,,,
แพร่ เขต1,A1201,เสรีรวมไทย,7,พงศ์ภัค จิตต์พราหมณี,TRUE,สร.,ชนะขาด,01/01/2019,,,
แพร่ เขต1,A1201,รวมพลังประชาชาติไทย,8,กฤตพร ไชยเสน,TRUE,รปช.,สูสี,01/01/2019,,,
แพร่ เขต2,A1202,เพื่อไทย,1,สุวิทย์ เกลียวแก้ว,TRUE,พท.,แพ้ขาด,01/01/2019,,,
แพร่ เขต2,A1202,ประชาธิปัตย์,2,ธีรวัต ศิริโรจน์,TRUE,ปชป.,ชนะขาด,01/01/2019,,,
แพร่ เขต2,A1202,พลังประชารัฐ,3,สิทธิวัฒน์ จันทร์กิตติคุณ,TRUE,พปชร.,ชนะขาด,01/01/2019,,,
แพร่ เขต2,A1202,อนาคตใหม่,4,ยุทธพงษ์ กัณณีย์,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
แพร่ เขต2,A1202,ภูมิใจไทย,5,สุรศักดิ์ นักเจริญ,TRUE,ภท.,ชนะขาด,01/01/2019,,,
แพร่ เขต2,A1202,พรรคไทยรักษาชาติ,6,ณัฐกาญจน์ คำจันทร์,TRUE,ทษช.,สูสี,01/01/2019,,,
แพร่ เขต2,A1202,เสรีรวมไทย,7,กวินตรา นาคถ่าย,TRUE,สร.,สูสี,01/01/2019,,,
แพร่ เขต2,A1202,รวมพลังประชาชาติไทย,8,ธีรพงศ์ บุญอุ่น,TRUE,รปช.,สูสี,01/01/2019,,,
ภูเก็ต เขต1,A1301,เพื่อไทย,1,วันดี ไทยเจริญ,TRUE,พท.,แพ้ขาด,01/01/2019,,,
ภูเก็ต เขต1,A1301,ประชาธิปัตย์,2,บัญชา บุญหว่าน,TRUE,ปชป.,ชนะขาด,01/01/2019,,,
ภูเก็ต เขต1,A1301,พลังประชารัฐ,3,แพรวภัทรา พูลเอี่ยม,TRUE,พปชร.,สูสี,01/01/2019,,,
ภูเก็ต เขต1,A1301,อนาคตใหม่,4,วรเมธ สุวรรณหงส์,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
ภูเก็ต เขต1,A1301,ภูมิใจไทย,5,หยาดพิรุณ สารภี,TRUE,ภท.,แพ้ขาด,01/01/2019,,,
ภูเก็ต เขต1,A1301,พรรคไทยรักษาชาติ,6,ภูดิศ กุลธรรม,TRUE,ทษช.,สูสี,01/01/2019,,,
ภูเก็ต เขต1,A1301,เสรีรวมไทย,7,จักรกฤษณ์ บุญประสพ,TRUE,สร.,แพ้ขาด,01/01/2019,,,
ภูเก็ต เขต1,A1301,รวมพลังประชาชาติไทย,8,กีรติ ชื่นสว่าง,TRUE,รปช.,แพ้ขาด,01/01/2019,,,
ภูเก็ต เขต2,A1302,เพื่อไทย,1,นิตินัย ยูวะนิยม,TRUE,พท.,ชนะขาด,01/01/2019,,,
ภูเก็ต เขต2,A1302,ประชาธิปัตย์,2,วนิดา รุ่งแจ้ง,TRUE,ปชป.,แพ้ขาด,01/01/2019,,,
ภูเก็ต เขต2,A1302,พลังประชารัฐ,3,หทัยวรรณ มนูญกิตติวงศ์,TRUE,พปชร.,แพ้ขาด,01/01/2019,,,
ภูเก็ต เขต2,A1302,อนาคตใหม่,4,ประสิทธิ์ นภสิทธิ์จินดา,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
ภูเก็ต เขต2,A1302,ภูมิใจไทย,5,พงษ์ฐกร ศรีโฉม,TRUE,ภท.,สูสี,01/01/2019,,,
ภูเก็ต เขต2,A1302,พรรคไทยรักษาชาติ,6,พัชราภรณ์ มาดี,TRUE,ทษช.,สูสี,01/01/2019,,,
ภูเก็ต เขต2,A1302,เสรีรวมไทย,7,กรรภิรมย์ เสวตวิหารี,TRUE,สร.,ชนะขาด,01/01/2019,,,
ภูเก็ต เขต2,A1302,รวมพลังประชาชาติไทย,8,พุทธคุณ คำศิริ,TRUE,รปช.,สูสี,01/01/2019,,,
มุกดาหาร เขต1,A1401,เพื่อไทย,1,วันชนะ รักพงษ์ไพบูลย์,TRUE,พท.,แพ้ขาด,01/01/2019,,,
มุกดาหาร เขต1,A1401,ประชาธิปัตย์,2,นพเดช โตมร,TRUE,ปชป.,ชนะขาด,01/01/2019,,,
มุกดาหาร เขต1,A1401,พลังประชารัฐ,3,พิษณุ เปรมกระโทก,TRUE,พปชร.,ชนะขาด,01/01/2019,,,
มุกดาหาร เขต1,A1401,อนาคตใหม่,4,ณัฐวัฒน์ พรมมีเดช,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
มุกดาหาร เขต1,A1401,ภูมิใจไทย,5,กฤษศินี สันจิตต์,TRUE,ภท.,แพ้ขาด,01/01/2019,,,
มุกดาหาร เขต1,A1401,พรรคไทยรักษาชาติ,6,ภิธยา จีนนิกุล,TRUE,ทษช.,ชนะขาด,01/01/2019,,,
มุกดาหาร เขต1,A1401,เสรีรวมไทย,7,นิกร มะลิทอง,TRUE,สร.,ชนะขาด,01/01/2019,,,
มุกดาหาร เขต1,A1401,รวมพลังประชาชาติไทย,8,จิตต์ชนก จันทอุดร,TRUE,รปช.,แพ้ขาด,01/01/2019,,,
มุกดาหาร เขต2,A1402,เพื่อไทย,1,กิรสรรพ กิ่งบุญนาค,TRUE,พท.,สูสี,01/01/2019,,,
มุกดาหาร เขต2,A1402,ประชาธิปัตย์,2,ธนบัตร แก้วศรีทอง,TRUE,ปชป.,สูสี,01/01/2019,,,
มุกดาหาร เขต2,A1402,พลังประชารัฐ,3,พรลภัส เดชะ,TRUE,พปชร.,แพ้ขาด,01/01/2019,,,
มุกดาหาร เขต2,A1402,อนาคตใหม่,4,มธุรส สุขธรรม,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
มุกดาหาร เขต2,A1402,ภูมิใจไทย,5,วัฒนะ ป้อมเสมา,TRUE,ภท.,ชนะขาด,01/01/2019,,,
มุกดาหาร เขต2,A1402,พรรคไทยรักษาชาติ,6,ฐิติรัตน์ เปียปาน,TRUE,ทษช.,สูสี,01/01/2019,,,
มุกดาหาร เขต2,A1402,เสรีรวมไทย,7,ธันยาภรณ์ เมืองไทย,TRUE,สร.,ชนะขาด,01/01/2019,,,
มุกดาหาร เขต2,A1402,รวมพลังประชาชาติไทย,8,ศตวรรษ เพชรมาตศรี,TRUE,รปช.,สูสี,01/01/2019,,,
ลำพูน เขต1,A1501,เพื่อไทย,1,อภิญญา เพิ่มพูล,TRUE,พท.,ชนะขาด,01/01/2019,,,
ลำพูน เขต1,A1501,ประชาธิปัตย์,2,ชัชวาล วะยะลุน,TRUE,ปชป.,สูสี,01/01/2019,,,
ลำพูน เขต1,A1501,พลังประชารัฐ,3,วรรษมน สงวนพงษ์,TRUE,พปชร.,สูสี,01/01/2019,,,
ลำพูน เขต1,A1501,อนาคตใหม่,4,อภิญญา นพศรี,TRUE,อ.น.ค.,แพ้ขาด,01/01/2019,,,
ลำพูน เขต1,A1501,ภูมิใจไทย,5,นิติญา น้อยคำแพง,TRUE,ภท.,สูสี,01/01/2019,,,
ลำพูน เขต1,A1501,พรรคไทยรักษาชาติ,6,อรทิตย์ ศรีสังข์,TRUE,ทษช.,แพ้ขาด,01/01/2019,,,
ลำพูน เขต1,A1501,เสรีรวมไทย,7,วิโรจน์ ปิลินประสาน,TRUE,สร.,แพ้ขาด,01/01/2019,,,
ลำพูน เขต1,A1501,รวมพลังประชาชาติไทย,8,บดินทร์ อุทัยธิรัตน์,TRUE,รปช.,สูสี,01/01/2019,,,
ลำพูน เขต2,A1502,เพื่อไทย,1,เกษรา เหลาคำ,TRUE,พท.,สูสี,01/01/2019,,,
ลำพูน เขต2,A1502,ประชาธิปัตย์,2,อภินันท์ สวนพันธ์,TRUE,ปชป.,แพ้ขาด,01/01/2019,,,
ลำพูน เขต2,A1502,พลังประชารัฐ,3,บุญเติม แสงดิษฐ,TRUE,พปชร.,สูสี,01/01/2019,,,
ลำพูน เขต2,A1502,อนาคตใหม่,4,นภา ตรีโภคา,TRUE,อ.น.ค.,ชนะขาด,01/01/2019,,,
ลำพูน เขต2,A1502,ภูมิใจไทย,5,สมพล แขวงเรียงขวาง,TRUE,ภท.,สูสี,01/01/2019,,,
ลำพูน เขต2,A1502,พรรคไทยรักษาชาติ,6,นที ชัยปกรณ์,TRUE,ทษช.,ชนะขาด,01/01/2019,,,
ลำพูน เขต2,A1502,เสรีรวมไทย,7,สุภาวดี ศิริชัย,TRUE,สร.,แพ้ขาด,01/01/2019,,,
ลำพูน เขต2,A1502,รวมพลังประชาชาติไทย,8,โชคทวี ยศศรียา,TRUE,รปช.,สูสี,01/01/2019,,,
สตูล เขต1,A1601,เพื่อไทย,1,นันทิชา นาคจำนงค์,TRUE,พท.,แพ้ขาด,01/01/2019,,,
สตูล เขต1,A1601,ประชาธิปัตย์,2,วิจิตรา ศรีสังข์,TRUE,ปชป.,แพ้ขาด,01/01/2019,,,
สตูล เขต1,A1601,พลังประชารัฐ,3,สุจิตรา รักจันทร์,TRUE,พปชร.,ชนะขาด,01/01/2019,,,
สตูล เขต1,A1601,อนาคตใหม่,4,สุธีระ เพชรคงทอง,TRUE,อ.น.ค.,แพ้ขาด,01/01/2019,,,
สตูล เขต1,A1601,ภูมิใจไทย,5,พิชยุตม์ กาญจนะ,TRUE,ภท.,แพ้ขาด,01/01/2019,,,
สตูล เขต1,A1601,พรรคไทยรักษาชาติ,6,ไพโรจน์ มุขช่วย,TRUE,ทษช.,ชนะขาด,01/01/2019,,,
สตูล เขต1,A1601,เสรีรวมไทย,7,ศุภโชค สมศรี,TRUE,สร.,สูสี,01/01/2019,,,
สตูล เขต1,A1601,รวมพลังประชาชาติไทย,8,วีรนุช สุมา,TRUE,รปช.,แพ้ขาด,01/01/2019,,,
สตูล เขต2,A1602,เพื่อไทย,1,กีรติ วิสุทธิวินิกานนท์,TRUE,พท.,แพ้ขาด,01/01/2019,,,
สตูล เขต2,A1602,ประชาธิปัตย์,2,ณัฐวรรณ เอกพงศ์ธร,TRUE,ปชป.,แพ้ขาด,01/01/2019,,,
สตูล เขต2,A1602,พลังประชารัฐ,3,สุวัฒนา วิเลสูตร,TRUE,พปชร.,ชนะขาด,01/01/2019,,,
สตูล เขต2,A1602,อนาคตใหม่,4,อรทัย ดงแสนสุข,TRUE,อ.น.ค.,สูสี,01/01/2019,,,
