IdArea,NameArea,IdParty,NameParty,NoRegister,NameRegister,Status,NameInitial,Tags[],Score,Source
A7301,เชียงใหม่ เขต 1,192,พลังประชารัฐ,16,นาย พจนารถ ศรียารัณย,TRUE,พปชร.,,,
A7301,เชียงใหม่ เขต 1,186,พลังชาติไทย,17,นาย จำรูญ ขันทะศรีมา,TRUE,พพชท.,,,
A7301,เชียงใหม่ เขต 1,041,เพื่อแผ่นดิน,18,นาง นุชนาถ เกตุแก้ว,TRUE,พผ.,,,
A7301,เชียงใหม่ เขต 1,174,รวมใจไทย,19,นางสาว นาถวิภา ไชยแก้ว,TRUE,รจท.,,,
A7301,เชียงใหม่ เขต 1,193,เศรษฐกิจใหม่,20,นาย บัณฑิต เดชฤาษี,TRUE,ศม.,,,
A7301,เชียงใหม่ เขต 1,184,พลังปวงชนไทย,21,นาย นิรันดร์ จิ่งตามน,TRUE,พลท.,,,
A7301,เชียงใหม่ เขต 1,176,ประชาชนปฏิรูป,22,นางสาว วรินทร์ทิพย์ วัฒนาอติคุณ,TRUE,ปชช.,,,
A7301,เชียงใหม่ เขต 1,045,ชาติพัฒนา,23,นางสาว สุพัตรวี อยู่แพทย์,TRUE,ชพน.,,,
A7301,เชียงใหม่ เขต 1,118,ครูไทยเพื่อประชาชน,24,นาย ธัญญวิทย์ สามารถ,TRUE,ค.พ.ช.,,,
A7301,เชียงใหม่ เขต 1,196,ชาติพันธุ์ไทย,25,นางสาว ธิดารัตน์ ศิริวิทยากร,TRUE,ช.พ.ท.,,,
A7301,เชียงใหม่ เขต 1,206,กรีน,26,นางสาว ศิริลักษณ์ เชิดชินโชค,TRUE,กร,,,
A7301,เชียงใหม่ เขต 1,002,ประชากรไทย,27,นาง ฉวีวรรณ ค้าเจริญ,TRUE,ปชท.,,,
A7301,เชียงใหม่ เขต 1,022,เครือข่ายชาวนาแห่งประเทศไทย,28,นาย กิตติศักดิ์ เขื่อนแก้ว,TRUE,พนท.,,,
A7301,เชียงใหม่ เขต 1,185,พลังไทยรักไทย,29,นาง สุรีรัตน์ ตุ่นคำ,TRUE,พ.ท.ร.ท.,,,
A7301,เชียงใหม่ เขต 1,154,ภราดรภาพ,30,นาย โสมนัส ค้าเจริญ,TRUE,ภดภ.,,,
A7301,เชียงใหม่ เขต 1,004,มหาชน,31,นาย ณัฑพร มโนใจ,TRUE,พมช.,,,
A7301,เชียงใหม่ เขต 1,205,ประชาไทย,32,นาง ศศินฤกาญจน์ ภู่พูนทรัพย์,TRUE,ปรชท.,,,
A7301,เชียงใหม่ เขต 1,190,ประชาธรรมไทย,33,นาย นิคม พันณรงค์,TRUE,ปธท.,,,
A7301,เชียงใหม่ เขต 1,053,แทนคุณแผ่นดิน,34,นางสาว เรณู สุวรรณจักร์,TRUE,ทคผ.,,,
A7301,เชียงใหม่ เขต 1,144,ไทรักธรรม,35,นาง คำน้อย ทิศเป็ง,TRUE,ท.ธ.,,,
A7302,เชียงใหม่ เขต 2,181,รวมพลังประชาชาติไทย,1,นางสาว นฤมล วะไลศรี,TRUE,รปช.,,,
A7302,เชียงใหม่ เขต 2,177,อนาคตใหม่,2,นางสาว ณัชชา โปธายี่,TRUE,อนค.,,,
A7302,เชียงใหม่ เขต 2,172,ประชาภิวัฒน์,3,นาย สมัย ประดิษฐ์,TRUE,ปชภ.,,,
A7302,เชียงใหม่ เขต 2,145,เสรีรวมไทย,4,นาย ธนเชษฐ นามวงค์,TRUE,สร.,,,
A7302,เชียงใหม่ เขต 2,192,พลังประชารัฐ,5,นาง ศรีพรรณ์ เขียวทอง,TRUE,พปชร.,,,
A7302,เชียงใหม่ เขต 2,034,เพื่อไทย,6,นาย นพคุณ รัฐผไท,TRUE,พท.,,,
A7302,เชียงใหม่ เขต 2,133,รักษ์ผืนป่าประเทศไทย,7,พ.ต.อ. อดุลย์ สมนึก,TRUE,ทป.,,,
A7302,เชียงใหม่ เขต 2,063,ภูมิใจไทย,8,นาย อุดมศักดิ์ คำปวน,TRUE,ภท.,,,
A7302,เชียงใหม่ เขต 2,174,รวมใจไทย,9,นาย วัชรกรณ์ กันธิ,TRUE,รจท.,,,
A7302,เชียงใหม่ เขต 2,175,พลังธรรมใหม่,10,นาย อารุณ วงศ์แก้ว,TRUE,พธม.,,,
A7302,เชียงใหม่ เขต 2,187,ประชาชาติ,11,นาย เกียรติศักดิ์ จอกนิธิพงศกร,TRUE,ปช.,,,
A7302,เชียงใหม่ เขต 2,188,แผ่นดินธรรม,12,นาย ธนัท จันทร์ดี,TRUE,ผธ.,,,
A7302,เชียงใหม่ เขต 2,124,พลังท้องถิ่นไท,13,นาง รุจีพัชร สว่างวงค์,TRUE,ทถท.,,,
A7302,เชียงใหม่ เขต 2,001,ประชาธิปัตย์,14,นาย วิวัฒน์ กิตติพรพานิช,TRUE,ปชป.,,,
A7302,เชียงใหม่ เขต 2,191,ประชานิยม,15,นาย สมบูรณ์ กิติ,TRUE,ปย.,,,
A7302,เชียงใหม่ เขต 2,055,ชาติไทยพัฒนา,16,นาย วุฒิพงศ์ โสมนัส,TRUE,ชทพ.,,,
A7302,เชียงใหม่ เขต 2,186,พลังชาติไทย,17,นาง มารศรี นาคเฉลิม,TRUE,พพชท.,,,
A7302,เชียงใหม่ เขต 2,149,เพื่อชาติ,18,นาง วรินทร วัฒนพงศศิริกุล,TRUE,พ.พ.ช.,,,
A7302,เชียงใหม่ เขต 2,180,ไทยศรีวิไลย์,19,นางสาว จิราภรณ์ แสนธิยะ,TRUE,ทศล.,,,
A7302,เชียงใหม่ เขต 2,176,ประชาชนปฏิรูป,20,นางสาว พรชนิตว์ อินทรวิเชียร,TRUE,ปชช.,,,
A7302,เชียงใหม่ เขต 2,041,เพื่อแผ่นดิน,21,นางสาว หทัยรัตน์ จันทรส,TRUE,พผ.,,,
A7302,เชียงใหม่ เขต 2,045,ชาติพัฒนา,22,นาย อำนาจ โพธิ์กรุณา,TRUE,ชพน.,,,
A7302,เชียงใหม่ เขต 2,154,ภราดรภาพ,23,นาง วิภาดา ปลื้มสติ,TRUE,ภดภ.,,,
A7302,เชียงใหม่ เขต 2,184,พลังปวงชนไทย,24,นาย สำราญ อรัญญี,TRUE,พลท.,,,
A7302,เชียงใหม่ เขต 2,193,เศรษฐกิจใหม่,25,นาง อำพร สายรัตน์,TRUE,ศม.,,,
A7302,เชียงใหม่ เขต 2,118,ครูไทยเพื่อประชาชน,26,นางสาว ธัญญรัตน์ หิรัญวงศ์ธาริน,TRUE,ค.พ.ช.,,,
A7302,เชียงใหม่ เขต 2,196,ชาติพันธุ์ไทย,27,ว่าที่ร้อยโท บัญชาการ พลชมชื่น,TRUE,ช.พ.ท.,,,
A7302,เชียงใหม่ เขต 2,077,ไทยรักษาชาติ,28,นาย สาธิต เกษสกุล,TRUE,ทษช.,,,
A7302,เชียงใหม่ เขต 2,195,พลังรัก,29,นาย ณภัทร เชื้อพรรณงาม,TRUE,พลร.,,,
A7302,เชียงใหม่ เขต 2,206,กรีน,30,นาย บุญส่ง เก่งป่า,TRUE,กร,,,
A7302,เชียงใหม่ เขต 2,004,มหาชน,31,นาง จงรักษ์ คำจา,TRUE,พมช.,,,
A7302,เชียงใหม่ เขต 2,185,พลังไทยรักไทย,32,พันตำรวจโท จเร ช้างปลิว,TRUE,พ.ท.ร.ท.,,,
A7302,เชียงใหม่ เขต 2,022,เครือข่ายชาวนาแห่งประเทศไทย,33,นาย ประชัน แปงปวน,TRUE,พนท.,,,
A7302,เชียงใหม่ เขต 2,155,พลังไทยรักชาติ,34,นาง วัลภา สิทธิพาณิชย์,TRUE,พทรช.,,,
A7302,เชียงใหม่ เขต 2,190,ประชาธรรมไทย,35,นาย สนธิชัย หน่อคำ,TRUE,ปธท.,,,
A7302,เชียงใหม่ เขต 2,144,ไทรักธรรม,36,นาย สถิต แก้วนาบอน,TRUE,ท.ธ.,,,
A7303,เชียงใหม่ เขต 3,124,พลังท้องถิ่นไท,1,นาย นริศ พนากำเนิด,TRUE,ทถท.,,,
A7303,เชียงใหม่ เขต 3,145,เสรีรวมไทย,2,นาย สุจินต์ เขื่อนวงค์วิน,TRUE,สร.,,,
A7303,เชียงใหม่ เขต 3,191,ประชานิยม,3,นาย วุฒธิไกร จินาวา,TRUE,ปย.,,,
A7303,เชียงใหม่ เขต 3,175,พลังธรรมใหม่,4,นาย เอกลักษณ์ พุงขาว,TRUE,พธม.,,,
A7303,เชียงใหม่ เขต 3,180,ไทยศรีวิไลย์,5,นาย เกษม อินทะวงค์,TRUE,ทศล.,,,
A7303,เชียงใหม่ เขต 3,186,พลังชาติไทย,6,นาย ปัณณวิชญ์ ขันแก้ว,TRUE,พพชท.,,,
A7303,เชียงใหม่ เขต 3,181,รวมพลังประชาชาติไทย,7,นาย นเรศ วงค์คม,TRUE,รปช.,,,
A7303,เชียงใหม่ เขต 3,177,อนาคตใหม่,8,พันเอก ศรัณย์ แสนพรหม,TRUE,อนค.,,,
A7303,เชียงใหม่ เขต 3,045,ชาติพัฒนา,9,นาย อารีย์ นาคสุข,TRUE,ชพน.,,,
A7303,เชียงใหม่ เขต 3,133,รักษ์ผืนป่าประเทศไทย,10,นาย ศิวนาถ จุฬารักษ์,TRUE,ทป.,,,
A7303,เชียงใหม่ เขต 3,172,ประชาภิวัฒน์,11,นาง วิมลลักษณ์ บุญรัตนพิริยะ,TRUE,ปชภ.,,,
A7303,เชียงใหม่ เขต 3,149,เพื่อชาติ,12,นางสาว สิริมน โฉมจันทร์,TRUE,พ.พ.ช.,,,
A7303,เชียงใหม่ เขต 3,034,เพื่อไทย,13,นาย จักรพล ตั้งสุทธิธรรม,TRUE,พท.,,,
A7303,เชียงใหม่ เขต 3,001,ประชาธิปัตย์,14,นาย วีระวุฒิ เทพเรือง,TRUE,ปชป.,,,
A7303,เชียงใหม่ เขต 3,063,ภูมิใจไทย,15,นาย นิคม เงินถา,TRUE,ภท.,,,
A7303,เชียงใหม่ เขต 3,192,พลังประชารัฐ,16,นาย พรชัย อรรถปรียางกูร,TRUE,พปชร.,,,
A7303,เชียงใหม่ เขต 3,041,เพื่อแผ่นดิน,17,นาง ชมจันทร์ ตาลคำมูล,TRUE,พผ.,,,
A7303,เชียงใหม่ เขต 3,193,เศรษฐกิจใหม่,18,นาย นิติพัฒน์ สายรัตน์,TRUE,ศม.,,,
A7303,เชียงใหม่ เขต 3,188,แผ่นดินธรรม,19,นาย กิตติพงษ์ บัวลอยลม,TRUE,ผธ.,,,
A7303,เชียงใหม่ เขต 3,154,ภราดรภาพ,20,นาย ณฐปนนท์ ใจคำแปง,TRUE,ภดภ.,,,
A7303,เชียงใหม่ เขต 3,176,ประชาชนปฏิรูป,21,นาย สยาม วิเชียรดี,TRUE,ปชช.,,,
A7303,เชียงใหม่ เขต 3,184,พลังปวงชนไทย,22,นาง ศิริเกศ เขตสิทธิ์,TRUE,พลท.,,,
A7303,เชียงใหม่ เขต 3,196,ชาติพันธุ์ไทย,23,นาย วัชระพงษ์ ณะธรรม,TRUE,ช.พ.ท.,,,
A7303,เชียงใหม่ เขต 3,077,ไทยรักษาชาติ,24,นาย ก้อง กันจินะ,TRUE,ทษช.,,,
A7303,เชียงใหม่ เขต 3,118,ครูไทยเพื่อประชาชน,25,ดาบตำรวจ โชคดี สามารถ,TRUE,ค.พ.ช.,,,
A7303,เชียงใหม่ เขต 3,206,กรีน,26,นาง ศรีรักษ์ โตเทียน,TRUE,กร,,,
A7303,เชียงใหม่ เขต 3,004,มหาชน,27,นางสาว อัญชญา ปิ่นแก้ว,TRUE,พมช.,,,
A7303,เชียงใหม่ เขต 3,022,เครือข่ายชาวนาแห่งประเทศไทย,28,นาย ปัญญา ธรรมเจริญ,TRUE,พนท.,,,
A7303,เชียงใหม่ เขต 3,055,ชาติไทยพัฒนา,29,นาย รณภูมิ มีฉลาด,TRUE,ชทพ.,,,
A7303,เชียงใหม่ เขต 3,185,พลังไทยรักไทย,30,นาง วชิราภรณ์ ใจเที่ยง,TRUE,พ.ท.ร.ท.,,,
A7303,เชียงใหม่ เขต 3,155,พลังไทยรักชาติ,31,นาง สุรางค์ ปัญญาเรือง,TRUE,พทรช.,,,
A7303,เชียงใหม่ เขต 3,187,ประชาชาติ,32,นาย ดำรงค์ พรหมเป็ง,TRUE,ปช.,,,
A7303,เชียงใหม่ เขต 3,144,ไทรักธรรม,33,นาย นพดล คำปัน,TRUE,ท.ธ.,,,
A7303,เชียงใหม่ เขต 3,053,แทนคุณแผ่นดิน,34,นาง นุชาภรณ์ หอมวงค์,TRUE,ทคผ.,,,
A7304,เชียงใหม่ เขต 4,172,ประชาภิวัฒน์,1,นาย สิงห์คำ ไชยวัง,TRUE,ปชภ.,,,
A7304,เชียงใหม่ เขต 4,177,อนาคตใหม่,2,นาย ชลิต ชนินทร์อารักษ์,TRUE,อนค.,,,
A7304,เชียงใหม่ เขต 4,175,พลังธรรมใหม่,3,นาย อติเทพ วันทา,TRUE,พธม.,,,
A7304,เชียงใหม่ เขต 4,192,พลังประชารัฐ,4,นาง กิ่งกาญจน์ ณ เชียงใหม่,TRUE,พปชร.,,,
A7304,เชียงใหม่ เขต 4,063,ภูมิใจไทย,5,นาย รัชพล มหายศ,TRUE,ภท.,,,
A7304,เชียงใหม่ เขต 4,145,เสรีรวมไทย,6,นาย สังคม แสนบุดดี,TRUE,สร.,,,
A7304,เชียงใหม่ เขต 4,186,พลังชาติไทย,7,นางสาว มาลี ปันทอย,TRUE,พพชท.,,,
A7304,เชียงใหม่ เขต 4,001,ประชาธิปัตย์,8,นางสาว กัลยา แก้วมา,TRUE,ปชป.,,,
A7304,เชียงใหม่ เขต 4,124,พลังท้องถิ่นไท,9,นาย ไตรภพ แซ่ย่าง,TRUE,ทถท.,,,
A7304,เชียงใหม่ เขต 4,034,เพื่อไทย,10,นาย วิทยา ทรงคำ,TRUE,พท.,,,
A7304,เชียงใหม่ เขต 4,188,แผ่นดินธรรม,11,นาย สมใจ นิลเกตุ,TRUE,ผธ.,,,
A7304,เชียงใหม่ เขต 4,133,รักษ์ผืนป่าประเทศไทย,12,นาย วาริสต์ ม่วงป่า,TRUE,ทป.,,,
A7304,เชียงใหม่ เขต 4,045,ชาติพัฒนา,13,นาย บุญล้อม ถวาย,TRUE,ชพน.,,,
A7304,เชียงใหม่ เขต 4,191,ประชานิยม,14,นาย ศุภฤกษ์ สมมิตร,TRUE,ปย.,,,
A7304,เชียงใหม่ เขต 4,181,รวมพลังประชาชาติไทย,15,นาย ดนัยเทพ ดวงบาล,TRUE,รปช.,,,
A7304,เชียงใหม่ เขต 4,187,ประชาชาติ,16,นาย นฤเทพ พึ่งไทย,TRUE,ปช.,,,
A7304,เชียงใหม่ เขต 4,149,เพื่อชาติ,17,นาย แดงสองแคว รุจนาภินันท์,TRUE,พ.พ.ช.,,,
A7304,เชียงใหม่ เขต 4,176,ประชาชนปฏิรูป,18,นาย สิทธิ อาษากิจ,TRUE,ปชช.,,,
A7304,เชียงใหม่ เขต 4,180,ไทยศรีวิไลย์,19,นางสาว สุทธีรา คำชา,TRUE,ทศล.,,,
A7304,เชียงใหม่ เขต 4,055,ชาติไทยพัฒนา,20,นาย มหรรณพ รัตนจริงใจ,TRUE,ชทพ.,,,
A7304,เชียงใหม่ เขต 4,184,พลังปวงชนไทย,21,นาย กวินทวิภพ ฤาคนดี,TRUE,พลท.,,,
A7304,เชียงใหม่ เขต 4,154,ภราดรภาพ,22,นาย ประเวช นัทธี,TRUE,ภดภ.,,,
A7304,เชียงใหม่ เขต 4,118,ครูไทยเพื่อประชาชน,23,นาย จรูญ พรมสวัสดิ์,TRUE,ค.พ.ช.,,,
A7304,เชียงใหม่ เขต 4,196,ชาติพันธุ์ไทย,24,นาย อรรถพล ไชยพล,TRUE,ช.พ.ท.,,,
A7304,เชียงใหม่ เขต 4,116,ยางพาราไทย,25,นาย สัมฤทธิ์ บุญเลิศ,TRUE,ยพท.,,,
A7304,เชียงใหม่ เขต 4,004,มหาชน,26,นาย อนุชา จันต๊ะตึง,TRUE,พมช.,,,
A7304,เชียงใหม่ เขต 4,022,เครือข่ายชาวนาแห่งประเทศไทย,27,นาย สิทธัญ วงค์ปั๋น,TRUE,พนท.,,,
A7304,เชียงใหม่ เขต 4,002,ประชากรไทย,28,นาย ตัณธิกรณ์ วรรณธิกุล,TRUE,ปชท.,,,
A7304,เชียงใหม่ เขต 4,193,เศรษฐกิจใหม่,29,ว่าที่ร้อยตรี นัณธพงศ์ อุตมะ,TRUE,ศม.,,,
A7304,เชียงใหม่ เขต 4,185,พลังไทยรักไทย,30,ร้อยตำรวจเอก ทศพล เพชรไทย,TRUE,พ.ท.ร.ท.,,,
A7304,เชียงใหม่ เขต 4,153,พลังประชาธิปไตย,31,นางสาว แพทรียา ทะนันชัย,TRUE,พป.,,,
A7304,เชียงใหม่ เขต 4,041,เพื่อแผ่นดิน,32,นางสาว น้ำฝน สุตาคำ,TRUE,พผ.,,,
A7304,เชียงใหม่ เขต 4,144,ไทรักธรรม,33,นาง วรัณกร ตระกูลทองนุ่น,TRUE,ท.ธ.,,,
A7304,เชียงใหม่ เขต 4,190,ประชาธรรมไทย,34,นาย ธานินทร์ มณีลำพรรณ์,TRUE,ปธท.,,,
A7304,เชียงใหม่ เขต 4,053,แทนคุณแผ่นดิน,35,นางสาว พัชชนันท์ มีเต็มทรัพย์,TRUE,ทคผ.,,,
A7305,เชียงใหม่ เขต 5,149,เพื่อชาติ,1,นาย ดำรงค์วิทค์ รัตนฟูวงศ์,TRUE,พ.พ.ช.,,,
A7305,เชียงใหม่ เขต 5,186,พลังชาติไทย,2,นาย ไกรวิชญ์ ติภาวัง,TRUE,พพชท.,,,
A7305,เชียงใหม่ เขต 5,175,พลังธรรมใหม่,3,นาย ทนงศักดิ์ หัวหน้า,TRUE,พธม.,,,
A7305,เชียงใหม่ เขต 5,180,ไทยศรีวิไลย์,4,นาย ประวิทย์ ศรีคงยศ,TRUE,ทศล.,,,
A7305,เชียงใหม่ เขต 5,124,พลังท้องถิ่นไท,5,นาย สรเดช มานะมีเงินทอง,TRUE,ทถท.,,,
A7305,เชียงใหม่ เขต 5,177,อนาคตใหม่,6,ร.ต.ท. วิทยา สิงห์มณี,TRUE,อนค.,,,
A7305,เชียงใหม่ เขต 5,172,ประชาภิวัฒน์,7,นาย เชาวศักดิ์ สมวงค์,TRUE,ปชภ.,,,
A7305,เชียงใหม่ เขต 5,145,เสรีรวมไทย,8,นาง อุดมพร ปรานมนตรี,TRUE,สร.,,,
A7305,เชียงใหม่ เขต 5,055,ชาติไทยพัฒนา,9,ร้อยตำรวจโท บุญนพ กองงาม,TRUE,ชทพ.,,,
A7305,เชียงใหม่ เขต 5,187,ประชาชาติ,10,นาย จิรายุศ กำธรพิทักษ์,TRUE,ปช.,,,
A7305,เชียงใหม่ เขต 5,133,รักษ์ผืนป่าประเทศไทย,11,นางสาว ปิยะฉัตร มูลหน่อ,TRUE,ทป.,,,
A7305,เชียงใหม่ เขต 5,181,รวมพลังประชาชาติไทย,12,นาง จันทร์ทกานต์ ฤทธิ์งาม,TRUE,รปช.,,,
A7305,เชียงใหม่ เขต 5,176,ประชาชนปฏิรูป,13,นาย ทัพกฤษฏิ์ สุวรรณวัฒน์,TRUE,ปชช.,,,
A7305,เชียงใหม่ เขต 5,034,เพื่อไทย,14,นาย สมพงษ์ อมรวิวัฒน์,TRUE,พท.,,,
A7305,เชียงใหม่ เขต 5,001,ประชาธิปัตย์,15,ว่าที่ร.ท. วิศธร เถาตระกูล,TRUE,ปชป.,,,
A7305,เชียงใหม่ เขต 5,063,ภูมิใจไทย,16,นาย เกรียงกมล ศรีมา,TRUE,ภท.,,,
A7305,เชียงใหม่ เขต 5,192,พลังประชารัฐ,17,นางสาว เดือนเต็มดวง ณ เชียงใหม่,TRUE,พปชร.,,,
A7305,เชียงใหม่ เขต 5,185,พลังไทยรักไทย,18,นาย สุรพล คำขาว,TRUE,พ.ท.ร.ท.,,,
A7305,เชียงใหม่ เขต 5,191,ประชานิยม,19,นาย กรินท์ บุญตันสา,TRUE,ปย.,,,
A7305,เชียงใหม่ เขต 5,188,แผ่นดินธรรม,20,นาย สมบูรณ์ ยาวิเลิศ,TRUE,ผธ.,,,
A7305,เชียงใหม่ เขต 5,116,ยางพาราไทย,21,นาย ประกิต บุญเลิศ,TRUE,ยพท.,,,
A7305,เชียงใหม่ เขต 5,041,เพื่อแผ่นดิน,22,นาย โอภาส อินทจักร์,TRUE,พผ.,,,
A7305,เชียงใหม่ เขต 5,193,เศรษฐกิจใหม่,23,นาย วรเชษฐ์ บัวสุข,TRUE,ศม.,,,
A7305,เชียงใหม่ เขต 5,154,ภราดรภาพ,24,นาย สิรวิชญ์ ของก้ำ,TRUE,ภดภ.,,,
A7305,เชียงใหม่ เขต 5,118,ครูไทยเพื่อประชาชน,25,นาย สหภูมิ เรืองกิตติเศรษฐ,TRUE,ค.พ.ช.,,,
A7305,เชียงใหม่ เขต 5,184,พลังปวงชนไทย,26,นาย คูณธนา สุวรรณ,TRUE,พลท.,,,
A7305,เชียงใหม่ เขต 5,196,ชาติพันธุ์ไทย,27,นาย ธีรวัฒน์ ใจนันตา,TRUE,ช.พ.ท.,,,
A7305,เชียงใหม่ เขต 5,002,ประชากรไทย,28,นาย อรรทชัย ประยูรวงศ์,TRUE,ปชท.,,,
A7305,เชียงใหม่ เขต 5,004,มหาชน,29,นาง หน่อแก้ว ปาปวน,TRUE,พมช.,,,
A7305,เชียงใหม่ เขต 5,022,เครือข่ายชาวนาแห่งประเทศไทย,30,นาย นิคม ติภาวัง,TRUE,พนท.,,,
A7305,เชียงใหม่ เขต 5,205,ประชาไทย,31,นาย กรกษิณ หาญดิฐกุล,TRUE,ปรชท.,,,
A7305,เชียงใหม่ เขต 5,195,พลังรัก,32,นาง ทิพย์ ประสพชัยอุดม,TRUE,พลร.,,,
A7305,เชียงใหม่ เขต 5,144,ไทรักธรรม,33,นาง อัญชลินทร์ รัตนะเศรษฐากุล,TRUE,ท.ธ.,,,
A7305,เชียงใหม่ เขต 5,053,แทนคุณแผ่นดิน,34,นาย วิเชียร ดังเด็ง,TRUE,ทคผ.,,,
A7305,เชียงใหม่ เขต 5,190,ประชาธรรมไทย,35,นาย อนุรักษ์ แสนคำ,TRUE,ปธท.,,,
A7306,เชียงใหม่ เขต 6,034,เพื่อไทย,1,นาย จุลพันธ์ อมรวิวัฒน์,TRUE,พท.,,,
A7306,เชียงใหม่ เขต 6,149,เพื่อชาติ,2,นาย บุญมา กิติใจ,TRUE,พ.พ.ช.,,,
A7306,เชียงใหม่ เขต 6,133,รักษ์ผืนป่าประเทศไทย,3,นาย ก้องหล้า ชัยยะ,TRUE,ทป.,,,
A7306,เชียงใหม่ เขต 6,175,พลังธรรมใหม่,4,นาย คมกฤชญ์ ปฐมนุส์พงศ์,TRUE,พธม.,,,
A7306,เชียงใหม่ เขต 6,192,พลังประชารัฐ,5,นาย สันติ ตันสุหัช,TRUE,พปชร.,,,
A7306,เชียงใหม่ เขต 6,055,ชาติไทยพัฒนา,6,นาง นวพร นุพงศ์,TRUE,ชทพ.,,,
A7306,เชียงใหม่ เขต 6,186,พลังชาติไทย,7,นาง ชนัดดา เรือนสอน,TRUE,พพชท.,,,
A7306,เชียงใหม่ เขต 6,172,ประชาภิวัฒน์,8,นาย ธนะยศกร์ อรรถสุภาพงศ์,TRUE,ปชภ.,,,
A7306,เชียงใหม่ เขต 6,184,พลังปวงชนไทย,9,นาย ชยดล พรหมมะจักร,TRUE,พลท.,,,
A7306,เชียงใหม่ เขต 6,177,อนาคตใหม่,10,นาย ธีรพันธ์ สุริวรรณ,TRUE,อนค.,,,
A7306,เชียงใหม่ เขต 6,145,เสรีรวมไทย,11,นาย ธรรมนูญ วุฒิลักษณ์,TRUE,สร.,,,
A7306,เชียงใหม่ เขต 6,181,รวมพลังประชาชาติไทย,12,นาย สุรีพงศ์ วงค์วาริยา,TRUE,รปช.,,,
A7306,เชียงใหม่ เขต 6,001,ประชาธิปัตย์,13,นาย วิศิษฎ์ วัชรินทร์,TRUE,ปชป.,,,
A7306,เชียงใหม่ เขต 6,063,ภูมิใจไทย,14,นาย แสวง กาศรีวิชัย,TRUE,ภท.,,,
A7306,เชียงใหม่ เขต 6,187,ประชาชาติ,15,นางสาว สุกัณทา อินหวัน,TRUE,ปช.,,,
A7306,เชียงใหม่ เขต 6,180,ไทยศรีวิไลย์,16,นาย สมปอง มาลัย,TRUE,ทศล.,,,
A7306,เชียงใหม่ เขต 6,041,เพื่อแผ่นดิน,17,นาย เฉลิม บุญวุฒิ,TRUE,พผ.,,,
A7306,เชียงใหม่ เขต 6,191,ประชานิยม,18,นาย ธีรภัทร พิสูจน์,TRUE,ปย.,,,
A7306,เชียงใหม่ เขต 6,124,พลังท้องถิ่นไท,19,นาย สมพงษ์ ภานุวัฒน์รังษี,TRUE,ทถท.,,,
A7306,เชียงใหม่ เขต 6,109,ประชาธิปไตยใหม่,20,นาย ชวฤทธิ์ พญาวอณรงค์,TRUE,ปธม.,,,
A7306,เชียงใหม่ เขต 6,193,เศรษฐกิจใหม่,21,นาย เกรียงไกร งามคาย,TRUE,ศม.,,,
A7306,เชียงใหม่ เขต 6,045,ชาติพัฒนา,22,นาย เรืองฤทธิ์ กองเมือง,TRUE,ชพน.,,,
A7306,เชียงใหม่ เขต 6,154,ภราดรภาพ,23,นาย มนตรี ศรีสมวงษ์,TRUE,ภดภ.,,,
